id,%red,%green,%blue,%black,%white,double
101.58 +19.76,0.033203125,0.0,0.00543212890625,0.9521026611328125,0.0092620849609375,0
101.84 +75.37,0.0061492919921875,0.0,0.0009613037109375,0.9911651611328125,0.0017242431640625,0
102.0 +86.74,0.006317138671875,0.0,0.0,0.993682861328125,0.0,0
102.28 +10.90,0.0491790771484375,0.0,0.000762939453125,0.9370880126953125,0.012969970703125,0
102.34 -3.72,0.0107574462890625,1.52587890625e-05,0.0380096435546875,0.9333343505859375,0.01788330078125,0
103.13 +7.99,0.04193115234375,0.0,0.0030670166015625,0.948394775390625,0.0066070556640625,0
103.22 +38.85,0.1636962890625,0.0,0.0002593994140625,0.794281005859375,0.0417633056640625,0
104.93 -8.96,0.02398681640625,1.52587890625e-05,0.0108184814453125,0.9540863037109375,0.0110931396484375,0
105.71 +50.16,0.0087890625,0.0,0.001129150390625,0.9868621826171875,0.0032196044921875,0
105.9 +32.06,0.0088958740234375,0.0,0.000579833984375,0.987884521484375,0.0026397705078125,0
105.94 -0.72,0.03472900390625,0.0,0.0030059814453125,0.9523773193359375,0.0098876953125,0
106.47 +18.61,0.0371246337890625,0.0,0.000701904296875,0.9498443603515625,0.0123291015625,0
107.06 -5.62,0.048675537109375,1.52587890625e-05,0.016571044921875,0.916046142578125,0.0186920166015625,0
107.79 -8.82,0.07944548120501199,1.7199714484739553e-05,0.01961627436984546,0.8784324180218608,0.022488626688796965,0
107.89 +78.77,0.009429931640625,0.0,0.0010986328125,0.984954833984375,0.0045166015625,0
108.63 +75.06,0.006500244140625,0.0,0.0017242431640625,0.9892425537109375,0.002532958984375,0
109.25 +9.65,0.025604248046875,1.52587890625e-05,0.004180908203125,0.9612579345703125,0.008941650390625,0
11.18 +4.42,0.0026092529296875,0.0,0.0007171630859375,0.9953765869140625,0.0012969970703125,0
11.25 +23.04,0.003692626953125,0.0,0.0012054443359375,0.993560791015625,0.0015411376953125,0
11.91 +76.59,0.0356292724609375,1.52587890625e-05,0.0074310302734375,0.9457855224609375,0.011138916015625,0
111.15 +7.36,0.0216522216796875,0.0,0.001190185546875,0.9714202880859375,0.0057373046875,0
111.87 +31.40,0.011688232421875,0.0,0.000335693359375,0.986328125,0.00164794921875,0
112.77 +11.67,0.019561767578125,0.0,0.00250244140625,0.97137451171875,0.006561279296875,0
113.13 +75.24,0.005126953125,0.0,0.00146484375,0.9916534423828125,0.0017547607421875,0
113.22 +42.81,0.007843017578125,1.52587890625e-05,0.0011138916015625,0.986358642578125,0.004669189453125,0
113.26 +9.44,0.021392822265625,0.0,0.0004119873046875,0.970977783203125,0.0072174072265625,0
113.97 +34.49,0.0086212158203125,0.0,0.0006256103515625,0.9894256591796875,0.0013275146484375,0
115.21 +26.28,0.01007080078125,1.52587890625e-05,0.0034637451171875,0.9822845458984375,0.0041656494140625,0
115.24 +19.28,0.0203857421875,0.0,0.00201416015625,0.970733642578125,0.006866455078125,0
115.88 +30.53,0.007965087890625,0.0,0.001220703125,0.988494873046875,0.0023193359375,0
116.65 +3.64,0.03289794921875,0.0,0.0023956298828125,0.94952392578125,0.0151824951171875,0
116.87 -13.68,0.02252197265625,3.0517578125e-05,0.0359039306640625,0.923828125,0.0177154541015625,0
117.49 +62.73,0.0037841796875,0.0,0.0028076171875,0.9913787841796875,0.0020294189453125,0
119.2 +59.34,0.0041961669921875,0.0,0.00128173828125,0.9925994873046875,0.001922607421875,0
119.21 +30.69,0.00335693359375,0.0,0.0016021728515625,0.9941558837890625,0.000885009765625,0
119.33 +14.89,0.0113983154296875,0.0,0.002960205078125,0.9807586669921875,0.0048828125,0
119.91 -9.85,0.041408312622010474,0.0,0.0011007817270233314,0.9485728536906287,0.008918051960337459,0
12.55 +5.84,0.0058441162109375,0.0,0.001190185546875,0.990814208984375,0.0021514892578125,0
12.75 -5.86,0.0087127685546875,0.0,0.0073089599609375,0.980377197265625,0.00360107421875,0
120.49 +23.40,0.0042572021484375,0.0,0.0009307861328125,0.9938812255859375,0.0009307861328125,0
120.66 +40.42,0.012908935546875,0.0,0.001861572265625,0.9814605712890625,0.0037689208984375,0
120.7 +31.87,0.0076446533203125,0.0,0.0025787353515625,0.984161376953125,0.005615234375,0
121.6 +1.53,0.0151519775390625,0.0,0.00140380859375,0.976287841796875,0.0071563720703125,0
121.97 +81.11,0.002777099609375,0.0,0.001739501953125,0.994384765625,0.0010986328125,0
124.24 -0.88,0.0160980224609375,1.52587890625e-05,0.001220703125,0.9771270751953125,0.0055389404296875,0
124.43 +60.51,0.0068359375,0.0,0.005950927734375,0.9820404052734375,0.0051727294921875,0
124.51 -3.49,0.002593994140625,1.52587890625e-05,0.0121612548828125,0.98114013671875,0.00408935546875,0
124.73 +27.94,0.00439453125,0.0,0.001312255859375,0.992462158203125,0.0018310546875,0
125.28 -5.18,0.009521484375,1.52587890625e-05,0.0102081298828125,0.971588134765625,0.0086669921875,0
125.37 +50.13,0.0034637451171875,0.0,0.0013427734375,0.99359130859375,0.0016021728515625,0
125.55 +71.02,0.005035400390625,1.52587890625e-05,0.0018768310546875,0.9898529052734375,0.0032196044921875,0
126.15 +49.99,0.0028076171875,0.0,0.0009765625,0.9943695068359375,0.0018463134765625,0
127.31 -6.61,0.0035552978515625,1.52587890625e-05,0.012115478515625,0.980865478515625,0.003448486328125,0
