id,red,green,blue,black,white,doble(1:yes 0:no)
07 08 30.32 +45 12 07.7,4476,182,793,1013213,5526,1
67.61 -1.74,768,188,260,1014606,2756,0
01 44 24.95 +24 22 04.5,1344,179,809,1020497,1361,1
95.9 -3.13,3018,181,5481,998399,11499,0
06 26 12.85 +11 55 16.2,372,192,7109,1009839,6678,1
148.78 -2.19,1600,179,638,1013969,2192,0
00 48 35.48 +10 52 22.3,880,180,551,1020737,1842,1
166.82 -15.19,1053,180,1796,1013434,2115,0
00 09 20.89 +09 00 57.9,1296,184,1611,1020362,737,1
206.48 +1.74,465,183,113,1016224,1593,0
03 37 35.21 -01 03 22.0,709,182,1944,1017639,3716,1
285.87 +2.66,3802,200,11134,989989,13453,0
02 42 51.31 +27 16 51.5,465,186,1531,1019266,2742,1
213.83 -6.56,315,181,331,1017315,436,0
02 43 47.28 +23 27 47.9,1487,180,567,1019755,2201,1
250.04 -3.57,1461,211,1106,1010519,5281,0
05 27 46.97 +44 36 12.3,4210,187,1710,1008109,9974,1
228.93 -11.86,1186,181,629,1012206,4376,0
02 05 15.52 +23 52 15.5,630,182,2935,1017827,2616,1
151.09 -0.88,677,181,374,1015994,1352,0
03 02 09.81 +26 00 47.6,2245,182,1885,1015937,3941,1
358.73 +67.77,1,194,6,1012293,6084,0
01 41 51.57 +47 46 22.9,8180,183,1413,1006177,8237,1
98.15 +1.05,1235,180,1847,1007072,8244,0
02 08 14.08 +23 56 11.9,2071,185,3004,1010565,8365,1
116.65 -14.20,5173,181,7931,991411,13882,0
03 12 08.47 +15 37 23.5,3079,180,1789,1013070,6072,1
89.74 -10.67,124,181,1564,1014180,2529,0
04 10 33.72 +20 51 39.3,1285,177,1135,1017798,3795,1
356.93 -2.52,325,182,541,1015441,2089,0
07 47 23.50 +24 38 23.7,3859,187,18,1014961,5165,1
92.5 +2.15,1557,181,3760,1006863,6217,0
01 07 38.64 -07 33 12.9,5043,177,3407,3798437,10661,1
245.26 -11.51,6742,182,809,1009081,1764,0
02 03 25.89 +06 48 01.0,1545,178,1081,1019590,1796,1
231.82 +2.32,2280,178,2104,1010680,3336,0
07 29 28.78 +09 19 45.7,3955,179,286,1012917,6853,1
120.92 -5.17,1142,187,2161,1007531,7557,0
01 48 28.10 +75 28 28.1,6935,186,1629,1004251,11189,1
289.36 +15.89,1,208,2,991497,26870,0
04 02 08.45 +11 07 19.8,1894,178,1592,1017339,3187,1
187.13 -13.73,993,179,292,1013466,3648,0
01 24 51.03 +18 02 35.0,592,179,486,1022504,429,1
268.93 -14.33,2425,184,35108,972311,8550,0
00 28 47.69 +57 56 02.2,7897,182,1137,1008790,6184,1
12.57 -4.25,141,183,436,1017621,197,0
00 39 10.71 +39 25 16.1,1859,177,406,1019883,1865,1
170.75 -6.63,1088,177,618,1014736,1959,0
01 28 26.44 +26 54 20.6,1141,188,686,1020752,1423,1
298.94 -7.88,3256,181,1285,1006404,7452,0
07 09 42.68 +46 01 32.8,2360,197,1375,1017363,2895,1
347.84 +2.59,321,183,91,1016484,1499,0
01 16 50.12 +22 55 07.7,1830,182,241,1018401,3536,1
186.46 -5.95,889,180,180,1013128,4201,0
02 12 20.01 +12 49 28.7,687,182,524,1022797,0,1
210.27 -2.09,398,182,497,1015499,2002,0
02 09 04.88 +43 41 25.1,975,183,3828,1014891,4313,1
96.79 -8.62,1985,178,3821,1005079,7515,0
01 24 28.17 +17 40 13.4,1160,179,626,1021383,842,1
11.1 +2.75,608,176,199,1016263,1332,0
05 30 01.66 +12 07 26.6,3104,183,1334,1011709,7860,1
342.42 -4.86,75,178,80,1017979,266,0
01 52 37.16 +39 56 53.3,1944,179,899,1018096,3072,1
285.66 +1.29,1703,202,2115,1002906,11652,0
00 54 42.20 +58 28 38.9,453,181,13643,996571,13342,1
30.55 -7.32,1002,185,97,1014267,3027,0
06 36 12.04 +74 56 12.8,3521,187,1029,1014101,5352,1
110.5 -6.10,3453,206,8411,978870,27638,0
01 16 50.07 +26 03 27.5,3108,183,1284,1013877,5738,1
68.88 -10.63,268,179,581,1015570,1980,0
03 22 47.07 -00 42 18.2,1708,179,719,1019558,2026,1
284.19 -2.34,1341,180,6790,1002979,7288,0
06 38 44.79 +07 24 10.8,6391,182,199,1011262,6156,1
268.66 -18.04,2,208,4,892855,125509,0
07 10 25.24 +34 30 57.1,4566,180,602,1014770,4072,1
88.52 -11.23,54,174,659,1015334,2357,0
02 12 39.74 +01 18 31.7,932,184,1111,1021516,447,1
144.02 -4.36,216,181,825,1015967,1389,0
00 42 19.69 +04 44 46.1,5493,187,364,1010218,7928,1
240.53 -3.84,712,181,1349,1014095,2241,0
00 09 15.74 +25 16 55.0,2955,185,13682,994644,12724,1
340.46 -7.90,1132,178,723,1012640,3905,0
03 47 06.95 +05 20 16.8,1045,179,514,1020827,1625,1
178.17 -13.88,767,180,222,1016300,1109,0
00 04 21.65 +28 29 24.0,2408,182,568,1017650,3382,1
21.22 -0.91,330,179,827,1013352,3890,0
06 37 57.96 +39 45 10.7,2661,185,1134,1015771,4439,1
313.04 +1.44,3547,180,605,1006838,7408,0
04 48 04.93 +59 40 35.2,3397,181,563,1013161,6888,1
17.94 -13.82,721,177,280,1015335,2065,0
04 12 19.12 +24 52 13.3,3028,180,522,1016910,3550,1
330.79 +0.12,626,178,280,1014147,3347,0
01 06 29.94 +33 36 14.8,1748,178,740,1019229,2295,1
43.74 -5.95,130,175,341,1017266,666,0
02 11 57.98 +04 21 41.7,1483,181,2000,1016300,4226,1
254.83 -14.49,2012,188,3383,1003994,9001,0
01 07 54.92 +01 15 34.5,2112,184,632,1018876,2386,1
125.28 -8.59,1925,182,1834,1007360,7277,0
06 42 11.19 +03 34 52.6,1597,180,12824,1002150,7439,1
176.11 -12.95,585,177,521,1015625,1670,0
06 04 30.66 +13 57 52.9,6707,183,2092,1004523,10685,1
69.57 -11.61,122,181,272,1016824,1179,0
05 54 15.53 +39 15 41.8,4848,188,3216,1006446,9492,1
28.64 -9.56,1313,181,435,1012356,4293,0
00 22 17.44 +67 08 49.5,356,183,1762,1019774,2115,1
225.85 -14.06,1068,173,317,1014747,2273,0
01 19 33.88 +24 49 56.1,1219,184,493,1020128,2166,1
147.78 +2.82,719,177,549,1016156,977,0
02 08 12.41 +15 08 44.3,1398,178,1414,1018112,3088,1
324.39 +2.78,1551,178,783,1012401,3665,0
02 20 30.15 +34 14 32.7,5982,181,1606,1008901,7520,1
261.15 +3.18,4786,246,824204,167566,21776,0
00 51 48.59 +71 25 21.9,4677,182,391,1014495,4445,1
23.48 -10.75,230,177,466,1015763,1942,0
03 46 14.82 +17 09 09.8,5663,175,1038,1011811,5503,1
175.98 -8.61,801,179,409,1014878,2311,0
01 26 04.18 +09 24 38.6,948,181,231,1021749,1081,1
84.39 -2.39,2011,181,938,1011126,4322,0
00 55 15.34 +38 47 39.6,685,182,8514,1009100,5709,1
46.89 +81.54,2,180,1,1013310,5085,0
04 20 11.20 +33 35 37.0,3602,177,1964,1008064,10383,1
104.21 +33.85,2,226,2,1009651,8697,0
04 42 43.33 +62 29 39.7,1814,191,1308,1016606,4271,1
315.83 -0.83,3093,170,990,1008802,5523,0
02 17 23.13 +70 45 37.4,3389,177,1058,1013180,6386,1
139.53 +0.36,1275,180,321,1014168,2634,0
00 01 19.40 +03 51 28.0,1227,179,1431,1019904,1449,1
242.04 -9.42,996,178,848,1012607,3949,0
01 39 59.19 +26 11 08.1,2074,179,2724,1017546,1667,1
252.52 -1.09,2125,177,1568,1009268,5440,0
01 08 16.60 +27 52 51.4,410,180,1136,1019917,2547,1
23.37 +46.40,2,185,2,1005105,13284,0
00 39 11.15 +34 29 42.4,1575,173,185,1019731,2526,1
59.46 -10.24,206,178,5142,1003476,9576,0
04 01 50.03 +21 04 19.3,604,182,1224,1019772,2408,1
45.37 -12.40,136,179,834,1016856,573,0
01 32 19.16 +45 59 26.9,2140,182,8013,1002587,11268,1
144.01 -9.20,654,181,238,1016697,808,0
04 50 10.02 +14 46 10.7,1863,182,1570,1016948,3627,1
69.87 -9.90,143,179,466,1015757,2033,0
00 33 03.74 +29 14 32.3,1372,176,155,1020263,2224,1
69.3 -7.67,568,177,618,1016828,387,0
01 07 14.65 +14 28 23.8,808,193,519,1019928,2742,1
355.45 -1.08,1477,179,1947,1004568,10407,0
00 43 12.52 +01 28 15.1,829,183,628,1020582,1968,1
350.01 -2.39,221,178,337,1017129,713,0
01 21 32.50 +39 20 35.3,3708,188,1568,1014761,3965,1
221.52 -16.22,2,196,1,1015905,2474,0
06 07 52.65 +35 20 30.5,4260,184,394,1013443,5909,1
0.38 +60.84,8,200,5,952972,65393,0
00 06 55.74 +23 28 21.0,9327,178,1508,1004726,8451,1
307.85 -3.06,3275,179,2627,1001040,11457,0
03 52 34.62 +11 52 37.3,359,181,886,1021742,1022,1
274.1 -2.96,831,180,3092,1011834,2641,0
01 26 40.56 +14 20 56.9,393,179,1675,1018426,3517,1
331.17 -4.94,517,171,771,1013518,3601,0
07 48 07.51 +50 13 04.5,1501,178,6263,1009992,6256,1
53.26 -12.09,306,173,48,1017542,509,0
04 54 16.64 +07 22 22.9,19047,177,3688,978084,23194,1
324.94 +31.17,4,181,4,1011235,7154,0
03 00 35.78 +38 08 25.9,5404,178,751,1009882,7975,1
309.4 -3.56,3578,182,608,1007929,6281,0
02 10 06.22 +20 05 11.0,966,174,1222,1020330,1498,1
185.67 -14.92,810,180,593,1014743,2252,0
05 50 01.78 +10 44 02.7,7167,179,156,1010061,6627,1
129.59 -7.59,1752,176,808,1008545,7297,0
01 19 29.98 -00 02 29.5,1192,180,1574,1019946,1298,1
246.71 +63.77,3,201,2,1012741,5631,0
07 38 13.85 -02 17 35.5,10348,178,426,1002077,11161,1
122.59 -14.48,13879,174,58,995287,9180,0
05 01 01.03 +03 01 25.3,2038,180,889,1017079,4004,1
146.66 -7.78,768,181,324,1015603,1702,0
03 41 53.54 +35 14 47.1,1684,178,714,1019260,2354,1
61.06 -10.70,278,181,180,1016931,1008,0
05 51 50.28 +50 51 56.6,7420,178,1265,1008931,6396,1
183.95 +1.06,9,181,5,1014861,3522,0
07 47 02.80 +27 56 41.3,6373,184,642,1007147,9844,1
194.88 -7.52,499,178,525,1016539,837,0
02 42 15.40 +14 14 55.1,1158,177,1176,1019902,1777,1
169.75 -1.10,1063,177,216,1015351,1771,0
02 05 21.56 +51 10 30.1,8111,186,1010,999944,14939,1
336.66 -0.01,670,177,549,1013911,3271,0
05 03 16.09 +21 23 56.2,2943,184,2977,1013686,4400,1
100.43 -4.52,2420,184,3809,998385,13780,0
01 02 52.33 -04 30 26.2,886,178,2242,3813376,1043,1
251.37 -6.34,1037,186,1281,1010517,5557,0
05 18 40.15 +67 29 40.5,3790,178,2483,1007229,10510,1
223.14 +0.97,220,179,239,1017539,401,0
02 17 55.54 +19 40 50.1,2883,179,1014,1012321,7793,1
10.38 -10.91,412,178,1027,1013588,3373,0
00 57 26.45 +07 55 52.7,1541,182,1101,1017217,4149,1
157.3 -15.78,10175,181,1886,1000444,5892,0
04 12 03.59 +21 56 50.5,4643,184,1552,1010330,7481,1
318.25 -4.34,2486,178,180,1011080,4654,0
00 46 51.27 +05 33 24.7,1455,181,566,1019326,2662,1
197.39 -0.74,405,179,794,1015655,1545,0
02 06 17.34 +02 37 41.2,719,181,1729,1016143,5418,1
304.41 -4.99,2277,181,5984,995307,14829,0
05 37 00.76 +05 21 22.0,327,184,2059,1016678,4942,1
132.99 -11.56,833,175,2388,1010604,4578,0
01 49 17.74 +18 07 38.8,551,191,320,1021879,1249,1
254.15 -10.84,895,178,2258,1010294,4953,0
00 27 12.68 +50 44 25.3,5101,180,342,1011885,6682,1
329.16 +80.72,1,180,1,1017524,872,0
03 36 26.04 +73 11 52.5,1882,179,5436,1013100,3593,1
352.97 -3.81,792,179,539,1016622,446,0
04 07 57.53 +04 44 37.8,1639,181,1630,1016893,3847,1
56.55 -2.08,148,181,491,1017440,318,0
03 21 20.59 +43 02 02.8,1087,181,3293,1009371,10258,1
213.21 -13.47,636,179,333,1014859,2571,0
02 51 11.59 +40 40 29.0,2759,181,1024,1016762,3464,1
113.04 -13.97,21310,187,1715,972945,22421,0
01 45 33.47 +11 47 34.9,1204,175,481,1019920,2410,1
270.79 -9.74,317,190,10753,1000104,7214,0
03 19 59.25 +02 04 01.7,770,179,239,1021484,1518,1
132.06 -7.70,433,179,1072,1013124,3770,0
02 40 09.93 +14 38 47.6,1376,183,1528,1016033,5070,1
347.63 -0.51,141,178,363,1016774,1122,0
05 36 26.38 +21 59 35.1,19748,183,953,981094,22212,1
251.67 -14.07,380,177,961,1015227,1833,0
07 39 03.49 +77 34 52.3,2034,182,565,1019366,2043,1
11.68 +69.79,1,202,9,1011096,7270,0
04 17 24.08 +19 45 42.2,778,185,2513,1014777,5937,1
43.53 -4.21,293,175,539,1017047,524,0
07 53 32.43 +11 08 49.6,4771,182,253,1011311,7673,1
98.76 -7.56,5343,187,821,998535,13692,0
06 11 19.97 -00 38 25.0,2970,184,738,1013774,6524,1
213.59 -12.69,1683,180,345,1012610,3760,0
04 05 25.32 +20 00 06.4,3303,182,1119,1013128,6458,1
225.74 -6.46,1351,176,472,1014836,1743,0
02 33 20.57 +76 59 14.6,1247,186,1551,1016596,4610,1
50.93 -13.53,182,182,413,1016212,1589,0
00 34 17.79 +27 34 00.2,1665,183,370,1020222,1750,1
342.45 -2.10,428,178,203,1015974,1795,0
01 33 16.56 +13 56 34.2,761,182,1875,1019764,1608,1
217.42 -4.92,1146,177,382,1015963,910,0
00 50 15.43 +62 34 51.1,2054,180,1633,1011732,8591,1
52.52 +42.45,5,177,5,1008612,9779,0
04 46 35.06 +10 59 39.3,911,180,1094,1019271,2734,1
86.27 +60.72,2,183,4,1014756,3633,0
05 39 41.70 +17 41 51.8,9114,180,814,1007481,6601,1
108.95 +0.69,6616,191,494,997404,13873,0
03 07 49.91 +12 23 04.3,1372,181,1073,1019447,2117,1
167.88 -0.39,1700,176,546,1013796,2360,0
00 47 04.72 +27 00 19.8,1592,182,2181,1015296,4939,1
23.34 -13.60,896,185,432,1016297,768,0
01 05 43.63 +33 04 19.5,2690,179,278,1015698,5345,1
43.26 -6.28,1595,176,495,1014051,2261,0
02 15 42.32 -02 17 13.5,1305,183,1098,1020452,1152,1
319.75 +0.86,125,176,1552,1012714,4011,0
04 08 28.93 +09 09 27.3,1082,177,1384,1017104,4443,1
174.49 -7.84,2461,178,576,1014558,805,0
03 13 29.33 +28 17 44.3,1323,178,1084,1020733,872,1
274.11 -6.39,123,172,7014,1007565,3704,0
05 46 01.56 +33 16 21.2,6559,207,1027,1005560,10837,1
303.26 +21.15,1,195,3,976566,41813,0
03 28 03.72 +26 31 51.9,2836,181,764,1017774,2635,1
133.37 +1.78,556,180,265,1015037,2540,0
00 21 39.07 +21 44 13.9,853,180,2544,1015079,5534,1
106.02 -9.32,6116,175,865,999325,12097,0
00 51 13.51 +58 39 53.0,11375,177,1214,1000899,10525,1
315.88 -4.97,2319,177,924,1011250,3908,0
01 29 56.69 +35 55 07.4,1701,182,333,1018310,3664,1
177.17 -14.76,679,174,486,1013910,3329,0
02 51 14.65 +36 00 15.5,3051,177,651,1016332,3979,1
311.33 +78.50,5,196,7,1014800,3570,0
06 48 47.07 +66 16 44.0,528,184,3353,1016458,3667,1
291.18 +24.10,4,203,3,991596,26772,0
01 12 03.02 +13 51 26.0,1313,181,2553,1017381,2762,1
35.58 -9.91,435,180,14,1016208,1741,0
02 28 33.76 +46 00 25.3,5946,182,1462,1005223,11377,1
231.69 -5.49,601,180,507,1014754,2536,0
02 39 11.11 -09 33 17.1,959,187,9513,3789387,17679,1
164.82 -7.18,530,180,50,1017091,727,0
02 51 07.90 +06 48 23.3,995,180,1485,1019896,1634,1
265.53 +2.95,1744,184,329,1012032,4289,0
07 24 29.79 +11 56 56.3,3880,177,260,1015127,4746,1
99.02 +1.04,778,177,2975,1008459,6189,0
02 26 34.68 +32 48 22.5,908,182,437,1022265,398,1
314.75 +1.44,2079,176,211,1012850,3262,0
00 39 55.02 -10 51 08.6,2277,186,2330,3802390,10542,1
90.52 -8.76,853,187,704,1012292,4542,0
02 25 52.00 +42 28 04.2,1854,178,730,1015988,5440,1
238.98 +2.91,1718,186,1259,1014978,437,0
04 01 53.37 +13 10 36.2,1023,177,938,1020919,1133,1
83.56 -2.05,2497,183,584,1011991,3323,0
05 20 02.29 +45 46 51.9,4586,176,3013,1007926,8489,1
117.99 -11.63,12817,192,1233,988808,15528,0
01 26 55.17 +12 00 25.9,3628,176,1957,1015993,2436,1
286.72 -31.05,4,198,12,1004365,13999,0
06 53 34.22 +58 17 00.9,803,182,3322,1013733,6150,1
316.38 +39.52,8,258,9,990922,27381,0
03 16 06.07 +30 13 57.2,1197,179,743,1019454,2617,1
38.28 -7.26,162,183,677,1017268,288,0
05 07 51.86 +02 57 31.9,3412,177,1863,1013150,5588,1
126.63 -4.65,551,180,730,1012004,5113,0
02 27 41.12 +06 13 53.9,1336,186,1493,1017039,4136,1
204.61 +1.52,343,179,627,1015305,2124,0
04 07 34.35 +38 04 28.3,5886,186,9385,986354,22379,1
77.1 -10.21,300,180,1225,1011771,5102,0
00 03 19.71 +31 02 31.1,3458,180,337,1014507,5708,1
104.93 -8.96,6874,187,1914,997540,12063,0
07 15 21.39 +20 35 55.7,1561,180,4205,1014684,3560,1
81.87 -13.71,114,177,1445,1015309,1533,0
01 57 09.61 -10 14 32.7,43721,184,62580,3600849,110391,1
268.08 +1.24,806,186,2479,1009495,5612,0
01 20 35.21 +06 42 10.6,1244,182,395,1020371,1998,1
291.89 -10.80,5588,183,2150,993695,16962,0
04 33 07.94 -00 44 40.7,1025,184,453,1019834,2694,1
150.93 -14.55,653,179,333,1015738,1675,0
05 47 59.89 +70 24 16.2,5227,180,542,1010023,8218,1
125.44 -15.18,2899,177,8391,994173,12938,0
00 11 16.80 +06 25 17.0,264,183,448,1022482,813,1
356.01 -0.37,132,176,406,1017367,497,0
06 16 31.55 +70 40 12.3,1800,181,503,1020333,1373,1
71.78 -0.99,1009,180,391,1015335,1663,0
02 35 54.25 +15 14 55.9,1367,183,754,1016928,4958,1
249.86 -4.00,853,179,878,1014485,2183,0
02 23 20.62 +22 30 03.9,2484,184,617,1018858,2047,1
248.92 -8.89,746,182,502,1015046,2102,0
01 20 49.04 +11 27 28.8,817,189,9352,1002706,11126,1
99.41 +1.21,1502,177,4173,1000553,12173,0
05 34 15.14 +10 19 14.2,6212,182,1949,1011267,4580,1
165.25 -4.98,122,177,103,1017420,756,0
01 33 15.33 -00 13 59.6,977,179,394,1021195,1445,1
166.52 -7.84,248,179,40,1017434,677,0
01 02 26.28 +41 02 09.9,1444,181,4507,1013973,4085,1
321.79 +1.47,1381,182,658,1011683,4674,0
00 01 06.67 +19 52 24.8,861,183,394,1020875,1877,1
342.16 -7.48,1303,178,1481,1011424,4192,0
03 29 44.38 +03 55 39.4,1660,181,1848,1017276,3225,1
150.51 -14.38,687,182,14785,989087,13837,0
02 54 26.73 -00 29 41.4,6096,181,4830,3787876,18742,1
90.41 -9.95,4,179,1427,1015247,1721,0
03 34 08.65 +05 50 13.7,3280,177,1678,1012452,6603,1
146.03 -4.29,811,179,673,1011442,5473,0
03 59 37.53 +12 04 04.4,542,184,319,1021887,1258,1
328.26 -5.03,588,183,493,1014325,2989,0
00 45 17.81 +01 40 43.2,1790,176,1874,1020308,42,1
164.07 -14.09,134,178,846,1015160,2260,0
01 56 11.70 -03 09 40.3,1381,187,3499,3806719,5939,1
167.51 -10.91,564,179,1080,1014074,2681,0
00 53 11.06 +31 44 13.2,1259,185,2761,1015352,4633,1
277.38 -6.13,191,181,11891,998509,7806,0
00 44 49.18 -00 06 41.6,1613,181,1559,1020163,674,1
224.06 -15.25,626,181,238,1015271,2262,0
00 19 41.36 +60 45 41.4,10079,198,1725,1001509,10679,1
122.93 -2.46,1857,183,1700,1005241,9597,0
05 29 27.02 +15 34 38.3,1394,176,3487,1016252,2881,1
237.03 -0.99,409,184,198,1017266,521,0
02 00 01.17 +07 32 46.8,1424,177,502,1019459,2628,1
287.41 -15.69,2,216,4,967846,50510,0
01 47 01.81 +76 54 04.8,820,181,1219,1019594,2376,1
254.82 -8.13,146,180,1446,1015033,1773,0
01 59 19.44 -04 16 30.6,4105,185,13802,3780674,18959,1
309.02 -7.64,6425,178,276,1004535,7164,0
01 11 50.94 +26 46 16.8,546,177,1013,1020443,2011,1
219.41 +21.13,8,192,8,1016190,2180,0
02 27 04.40 +39 20 00.7,3732,179,1250,1014623,4406,1
29.72 -0.69,183,179,832,1015891,1493,0
02 42 23.13 +02 46 40.9,1770,182,1461,1017533,3244,1
52.17 -11.88,127,178,508,1017533,232,0
00 06 33.94 -04 35 11.2,2175,180,1332,3808913,5125,1
161.08 -14.16,829,181,1128,1013234,3206,0
04 20 01.52 +06 57 35.4,1782,179,796,1018073,3360,1
89.76 +36.58,1,196,1,1008095,10285,0
02 53 14.83 -10 07 26.7,5509,185,8841,3775708,27482,1
157.55 -11.69,278,183,1228,1012331,4558,0
02 25 55.49 +60 48 59.7,2471,179,1190,1014317,6033,1
148.51 -5.09,359,179,540,1016211,1289,0
05 36 10.68 +19 10 23.2,8205,179,379,1003548,11879,1
281.1 -15.21,5,221,15,914152,104185,0
02 39 01.84 +21 08 18.4,886,180,331,1021435,1358,1
137.54 -0.96,2546,196,3701,1009239,2896,0
00 12 43.50 -12 51 25.0,3186,178,8709,3794862,10790,1
100.34 -2.06,3328,194,3765,1000231,11060,0
05 47 34.13 +72 53 49.0,3452,178,564,1016340,3656,1
80.55 -7.93,1086,181,2086,1008772,6453,0
03 07 29.51 +02 40 48.2,753,178,610,1021173,1476,1
317.08 -6.28,2547,178,718,1011384,3751,0
02 16 06.02 +16 50 37.5,1954,179,708,1017985,3364,1
318.3 -6.13,3088,181,356,1009193,5760,0
01 17 57.82 -12 08 24.8,1122,188,4520,3802759,9136,1
208.38 -4.31,482,180,572,1015620,1724,0
06 38 07.56 +22 19 47.4,1264,185,9398,1005930,7413,1
149.75 -7.76,484,179,197,1016922,796,0
03 20 58.26 -00 55 38.8,496,183,3039,1016202,4270,1
257.77 -1.58,1409,184,1969,1008541,6475,0
03 18 38.55 +15 26 25.0,4434,175,1250,1014398,3933,1
182.92 +43.62,5,182,2,1017232,1157,0
03 24 26.04 +08 10 19.3,734,181,649,1020219,2407,1
40.37 -7.62,821,176,1368,1013953,2260,0
01 12 51.46 +14 19 57.6,864,181,781,1020168,2196,1
277.2 -5.80,167,185,9227,1006665,2334,0
01 17 53.65 +06 19 47.6,2398,180,508,1016949,4155,1
318.16 +1.62,746,176,163,1014852,2641,0
02 15 34.10 +33 07 56.1,2775,176,674,1018948,1617,1
238.44 +0.02,2372,179,641,1011924,3462,0
03 10 44.02 +22 25 09.7,2052,179,987,1016605,4367,1
56.37 -6.68,152,182,315,1017437,492,0
02 34 03.02 +09 50 14.0,440,178,324,1023063,185,1
218.77 -14.46,400,181,803,1015696,1498,0
04 21 56.37 +57 01 24.9,2065,183,1142,1018165,2635,1
310.8 +0.74,4456,175,2394,995144,16409,0
00 50 18.78 +10 52 16.0,1503,175,1853,1017190,3469,1
73.45 -6.08,526,175,635,1015112,2130,0
04 42 19.90 +81 03 31.2,3497,186,1731,1015786,2990,1
353.22 -7.20,175,181,147,1017611,464,0
00 40 53.57 -01 14 05.8,1338,179,718,1016614,5341,1
260.81 +5.91,4,214,3,1009979,8378,0
07 04 54.51 +28 07 01.3,8618,183,429,1004693,10267,1
6.8 -3.59,667,178,941,1014832,1960,0
05 28 51.63 +12 33 03.0,12683,176,2910,985996,22425,1
250.93 -12.41,849,186,2300,1008528,6715,0
02 06 06.63 +30 26 25.2,3719,184,606,1014688,4993,1
226.93 -12.96,102,178,1355,1014678,2265,0
03 08 28.02 +28 25 17.8,1529,187,707,1019197,2570,1
292.52 -15.38,1,202,4,1002946,15425,0
03 38 04.47 +29 52 32.5,1373,179,822,1019172,2644,1
214.17 +0.73,44,180,243,1017448,663,0
00 19 43.03 +19 51 12.0,1326,179,1014,1019351,2320,1
142.82 -7.05,1115,178,406,1014021,2858,0
04 21 10.54 +06 26 42.0,411,183,321,1022500,775,1
175.31 +81.14,4,266,12,1016380,1916,0
05 35 05.23 -02 38 56.6,3258,182,758,1015984,4008,1
31.23 -13.32,65,175,565,1017515,258,0
02 53 40.36 +38 14 40.6,6491,184,650,1006097,10768,1
154.55 +12.64,2,194,2,986411,31969,0
02 55 36.57 -07 34 17.7,5920,185,2849,3802810,5961,1
176.75 -9.52,781,180,380,1015279,1958,0
03 48 01.03 +68 40 22.4,3025,187,8214,1001349,11415,1
51.43 -14.34,297,182,237,1014703,3159,0
00 04 27.84 +18 51 07.7,1146,183,348,1020318,2195,1
253.68 +1.54,2756,177,2337,1008766,4542,0
03 44 44.75 +40 41 50.7,2555,180,1178,1012700,7577,1
287.6 -8.55,6741,182,10434,990040,11181,0
02 51 30.43 +34 06 37.5,2217,183,5111,1009241,7438,1
123.3 -8.74,7576,179,849,1000918,9056,0
01 02 28.43 +09 32 41.8,1664,180,1018,1018561,2767,1
55.54 -14.22,790,177,487,1014288,2836,0
01 13 52.98 -10 28 58.5,3276,178,2638,3803865,7768,1
131.99 -6.09,585,182,1656,1009179,6976,0
04 38 45.89 +80 36 12.0,613,183,3933,1015454,4007,1
165.82 -12.46,350,176,847,1015356,1849,0
02 13 03.93 +13 03 01.3,2316,181,440,1015630,5623,1
255.86 -8.88,704,179,4291,1004713,8691,0
02 52 55.92 +25 51 16.2,1249,180,400,1018924,3437,1
50.49 -6.94,236,177,575,1016570,1020,0
07 58 36.78 +07 59 39.4,5168,177,2541,1006135,10169,1
61.1 -7.72,120,183,1203,1016739,333,0
04 23 16.87 +17 00 41.6,379,178,516,1022404,713,1
14.49 -4.03,175,175,19,1017970,239,0
00 30 49.20 -03 51 45.8,4889,181,6195,3802894,3566,1
204.87 -7.78,474,175,474,1016159,1296,0
01 10 08.74 +24 05 37.5,1353,178,531,1020462,1666,1
93.72 -7.15,864,182,3053,1006827,7652,0
03 37 54.39 -02 30 42.0,3023,181,1634,1012339,7013,1
124.51 -3.49,847,179,3386,1008530,5636,0
04 37 20.13 +21 32 23.2,3043,184,676,1016761,3526,1
335.43 -1.49,662,177,709,1012472,4558,0
03 49 08.45 +59 37 40.8,1549,181,3045,1015140,4275,1
359.47 +71.53,1,180,2,1011111,7284,0
01 35 19.41 +08 20 31.3,2053,183,288,1017773,3893,1
359.54 +74.13,3,205,5,1009581,8784,0
04 30 06.37 +09 02 27.8,1145,181,484,1018632,3748,1
122.64 -4.13,1022,182,650,1012614,4110,0
03 24 06.48 +23 47 06.1,3633,187,4066,1014008,2296,1
191.33 -13.46,215,182,993,1013595,3593,0
02 36 50.35 +20 12 40.2,1466,181,291,1020750,1502,1
246.42 +1.64,167,180,1611,1013525,3095,0
00 07 48.35 +58 00 50.3,8699,179,457,1007815,7040,1
204.96 +2.33,1928,180,658,1010817,4995,0
00 31 38.98 +12 09 17.6,771,186,810,1021654,769,1
259.44 +0.50,838,180,920,1013330,3310,0
00 36 26.68 -06 38 13.3,8560,180,13296,3773546,22143,1
77.92 -4.35,193,179,737,1015164,2305,0
02 04 37.26 +17 57 15.2,1026,178,604,1019556,2826,1
169.45 -0.07,587,174,211,1016910,696,0
06 33 56.41 +59 07 33.4,6382,181,736,1010669,6222,1
292.05 -8.45,5710,194,5437,993018,14219,0
00 02 15.38 +07 33 59.6,635,183,381,1022251,740,1
307.77 -1.62,3951,182,810,1006806,6829,0
00 39 46.81 +00 16 00.7,1630,186,1214,1017940,3220,1
350.68 +1.92,100,177,67,1017902,332,0
